,Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
58,ID5229311605,2,4,3,-37.8009954,144.99127190000002,-37.8245576,144.9848589,3550.0,2018-02-26,00:33:47,947.4000000000003,0:49:34,57.66
59,ID3343119976,1,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-07-04,14:01:32,13204.979999999996,17:41:36,32.255
60,ID1810657803,0,6,8,-37.7738026,144.98364660000001,-37.8158343,145.04645,13562.0,2018-01-21,11:48:16,4213.56,12:58:29,14.4
61,ID5993642043,2,8,2,-37.807202000000004,145.0266373,-37.8114352,144.935431,9031.0,2018-07-02,05:54:45,2272.439999999998,6:32:37,236.25
62,ID1611663727,0,2,1,-37.8217982,144.95164609999998,-37.8076461,144.9546008,1963.0,2018-03-05,17:54:34,497.46000000000015,18:02:51,9.1
63,ID5655247457,2,9,1,-38.1109156,144.65417250000002,-37.818923600000005,144.9542636,42487.0,2018-07-08,12:43:12,10232.219999999998,15:33:44,963.63
64,ID1867717908,0,1,9,-37.8093821,144.96036189999998,-38.1109156,144.65417250000002,43492.0,2018-06-18,21:53:00,10513.44,0:48:13,11.75
65,ID1979687698,0,1,3,-37.8249739,144.95891809999998,-37.8218353,144.9779428,2519.0,2018-03-02,23:05:14,589.1999999999998,23:15:03,13.57
66,ID3976109929,1,1,3,-37.800839700000004,144.9623254,-37.8185363,144.9757745,2663.0,2018-07-02,07:55:23,664.2599999999999,8:06:27,8.77
67,ID3540001817,1,4,2,-37.8109049,145.00410630000002,-37.818427899999996,144.94845719999998,5442.0,2018-01-05,09:57:34,1284.66,10:18:58,13.0
68,ID1582491978,0,1,7,-37.807618299999994,144.945192,-37.8618349,144.90571599999998,9993.0,2018-01-28,11:32:26,3343.8,12:28:09,10.73
69,ID3558520362,1,9,3,-38.1109156,144.65417250000002,-37.818618799999996,144.9991809,46706.0,2018-02-07,14:21:21,11342.399999999992,17:30:23,56.25
70,ID1159400121,0,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-07-12,13:41:59,4292.399999999998,14:53:31,13.97
71,ID3597267319,1,5,3,-37.8067305,144.9393992,-37.8152811,144.9748412,3979.0,2018-06-21,01:25:28,961.3200000000012,1:41:29,21.41
72,ID3681699249,1,6,3,-37.773845,144.9836895,-37.8121762,144.9739355,4758.0,2018-03-15,05:28:59,977.9399999999997,5:45:16,21.31
73,ID3527535107,1,8,9,-37.807202000000004,145.0266373,-38.1109156,144.65417250000002,49777.0,2018-02-09,07:29:36,12069.78,10:50:45,54.96
74,ID3743025813,1,5,6,-37.7987608,144.9198481,-37.773845,144.9836895,8806.0,2018-01-20,13:55:47,2010.000000000001,14:29:17,12.23
75,ID1291389478,0,5,3,-37.801931,144.9377721,-37.8178148,144.9746359,4812.0,2018-02-05,03:27:29,1271.04,3:48:40,14.8
76,ID5994777809,2,6,7,-37.7874421,144.9804091,-37.8618349,144.90571599999998,11630.0,2018-06-10,03:02:18,3697.0200000000013,4:03:55,374.51
77,ID3930656287,1,8,3,-37.8158343,145.04645,-37.8180223,144.9938957,5323.0,2018-06-24,21:47:03,1635.4799999999998,22:14:18,27.2
78,ID1268593270,0,8,3,-37.8158343,145.04645,-37.8129622,144.9907104,5229.0,2018-05-20,18:39:58,1573.8000000000004,19:06:11,11.68
79,ID1180743424,0,2,8,-37.8122119,144.9370288,-37.8158343,145.04645,10218.0,2018-07-19,07:46:41,2874.42,8:34:35,7.47
80,ID3232783870,1,9,4,-38.1109156,144.65417250000002,-37.801807399999994,145.0041975,47884.0,2018-06-11,09:39:36,11622.78,12:53:18,51.72
81,ID1392191084,0,8,4,-37.807202000000004,145.0266373,-37.8135859,145.0120655,2635.0,2018-01-06,16:25:36,645.8999999999999,16:36:21,12.97
82,ID3792924681,1,5,3,-37.809074200000005,144.9316054,-37.821219,144.9880483,5852.0,2018-03-23,20:18:06,1409.76,20:41:35,16.84
83,ID5483323628,2,1,5,-37.8081652,144.9729806,-37.8129675,144.9336625,4699.0,2018-01-13,07:33:04,1199.46,7:53:03,130.02
84,ID3912037616,1,4,2,-37.801559600000004,145.00710690000003,-37.8242902,144.9445345,7154.0,2018-04-11,07:21:15,1898.5800000000015,7:52:53,11.11
85,ID5833404336,2,1,2,-37.8184127,144.9641682,-37.8209811,144.9473457,1681.0,2018-07-01,10:58:59,434.76,11:06:13,58.54
86,ID5325148503,2,7,1,-37.8618349,144.90571599999998,-37.8160234,144.9370723,10452.0,2018-07-13,16:04:32,3412.679999999999,17:01:24,165.78
87,ID1791303039,0,1,3,-37.804631799999996,144.9704802,-37.8177896,144.9688707,2242.0,2018-01-10,05:05:47,570.0000000000001,5:15:17,12.33
88,ID3311166309,1,7,2,-37.8618349,144.90571599999998,-37.822348999999996,144.9394121,9598.0,2018-05-06,07:25:46,3283.6199999999994,8:20:29,22.82
89,ID1705936549,0,2,6,-37.8223792,144.9340469,-37.7907967,144.985865,7276.0,2018-02-21,06:44:09,1982.4000000000005,7:17:11,2.97
90,ID3908342188,1,1,8,-37.819647700000004,144.9599071,-37.8158343,145.04645,8128.0,2018-04-24,14:46:30,2378.820000000001,15:26:08,21.21
91,ID1468200148,0,7,2,-37.8618349,144.90571599999998,-37.8180651,144.94855619999998,9051.0,2018-03-18,05:35:00,3070.619999999999,6:26:10,19.27
92,ID3801285213,1,7,2,-37.8618349,144.90571599999998,-37.8147461,144.9360479,10684.0,2018-02-20,20:11:00,3474.4799999999987,21:08:54,25.5
93,ID1808923942,0,1,8,-37.806855600000006,144.95711169999998,-37.807202000000004,145.0266373,6995.0,2018-05-25,14:23:10,1798.1400000000012,14:53:08,11.25
94,ID1288804149,0,7,6,-37.8618349,144.90571599999998,-37.7874325,144.9803767,11633.0,2018-02-18,07:06:02,3645.2999999999984,8:06:47,11.94
95,ID1655528873,0,3,7,-37.8133892,144.9716283,-37.8618349,144.90571599999998,8539.0,2018-03-15,14:12:52,2907.6,15:01:19,11.72
96,ID1929777059,0,3,6,-37.8124771,145.00383480000002,-37.7738026,144.98364660000001,9952.0,2018-04-15,03:05:33,3004.8,3:55:37,19.25
97,ID3627238291,1,9,2,-38.1109156,144.65417250000002,-37.8099614,144.9360533,42798.0,2018-06-20,00:20:17,10248.719999999998,3:11:05,29.375
98,ID3659724534,1,9,5,-38.1109156,144.65417250000002,-37.8035614,144.9181009,44888.0,2018-03-19,14:17:17,10753.259999999997,17:16:30,53.8
99,ID1943755223,0,4,1,-37.8126689,145.0002816,-37.817240500000004,144.96735269999996,3310.0,2018-02-10,18:21:40,830.2199999999997,18:35:30,11.89
100,ID3673800031,1,6,7,-37.7738026,144.98364660000001,-37.8618349,144.90571599999998,16033.0,2018-01-16,06:00:39,5323.559999999999,7:29:22,27.25
101,ID5427438310,2,8,1,-37.8158343,145.04645,-37.8180298,144.9495506,9236.0,2018-01-28,04:00:37,2525.399999999999,4:42:42,266.66
102,ID1991702337,0,2,5,-37.8251775,144.9460601,-37.8042426,144.9171674,4355.0,2018-06-24,03:31:53,1125.5400000000004,3:50:38,7.965
103,ID3198386035,1,5,8,-37.8110018,144.92660890000002,-37.8158343,145.04645,11100.0,2018-02-01,08:53:39,3121.14,9:45:40,19.02
104,ID3732646259,1,4,8,-37.814294399999994,145.0062345,-37.807202000000004,145.0266373,2705.0,2018-04-27,21:31:01,641.22,21:41:42,20.71
105,ID1342543236,0,9,4,-38.1109156,144.65417250000002,-37.800518700000005,145.0018179,48016.0,2018-07-12,19:30:26,11662.740000000005,22:44:48,22.41
106,ID3705103668,1,4,1,-37.8151473,145.0143033,-37.8118411,144.9389553,7944.0,2018-01-01,08:42:23,2010.3,9:15:53,6.935
107,ID1478927820,0,7,2,-37.8618349,144.90571599999998,-37.814260499999996,144.943144,9822.0,2018-03-05,17:44:39,3276.5399999999986,18:39:15,13.08
108,ID3871029471,1,4,1,-37.8042619,145.0071916,-37.8159152,144.964706,5138.0,2018-03-26,14:04:58,1292.700000000001,14:26:30,15.57
109,ID1646116843,0,8,6,-37.807202000000004,145.0266373,-37.7907967,144.985865,4834.0,2018-01-05,17:29:07,1358.6400000000006,17:51:45,5.02
110,ID1922627172,0,3,7,-37.813915,144.97151019999998,-37.8618349,144.90571599999998,8454.0,2018-07-11,00:56:56,2889.12,1:45:05,16.77
